EventID,BeachName,LocationID,Date,SumOfCreelNPeople,SumOfCreelNDiggers,SumOfCreelNClams,SumOfCreelNLanterns,AvgOfCreelNCars
264,"Twin Harbors","22309","2010-04-29 00:00:00",9,9,135,,
265,"Twin Harbors","21200","2010-04-30 00:00:00",6,6,90,,
265,"Twin Harbors","22307","2010-04-30 00:00:00",8,8,120,,
265,"Twin Harbors","22309","2010-04-30 00:00:00",8,7,105,,
266,"Mocrocks","41100","2010-05-01 00:00:00",2,2,30,,
266,"Mocrocks","41200","2010-05-01 00:00:00",3,3,45,,
266,"Mocrocks","41300","2010-05-01 00:00:00",1,1,15,,
266,"Mocrocks","41400","2010-05-01 00:00:00",17,17,255,,
266,"Mocrocks","42600","2010-05-01 00:00:00",21,21,315,,
267,"LongBeach","12400","2010-04-30 00:00:00",21,21,315,,
267,"LongBeach","12500","2010-04-30 00:00:00",14,14,210,,
267,"LongBeach","12600","2010-04-30 00:00:00",15,15,225,,
268,"Twin Harbors","21200","2010-05-01 00:00:00",20,20,291,,
268,"Twin Harbors","22307","2010-05-01 00:00:00",15,15,225,,
268,"Twin Harbors","22309","2010-05-01 00:00:00",8,8,118,,
269,"Copalis","31005","2010-05-01 00:00:00",13,13,195,,
269,"Copalis","32007","2010-05-01 00:00:00",9,9,135,,
269,"Copalis","32009","2010-05-01 00:00:00",15,15,225,,
269,"Copalis","33012","2010-05-01 00:00:00",48,48,725,,
270,"Copalis","31005","2010-05-02 00:00:00",24,21,315,,
270,"Copalis","32007","2010-05-02 00:00:00",12,12,180,,
270,"Copalis","32009","2010-05-02 00:00:00",4,4,60,,
270,"Copalis","33012","2010-05-02 00:00:00",9,9,135,,
271,"Mocrocks","41200","2010-05-02 00:00:00",6,6,90,,
271,"Mocrocks","41300","2010-05-02 00:00:00",7,4,60,,
271,"Mocrocks","41400","2010-05-02 00:00:00",15,12,180,,
271,"Mocrocks","42500","2010-05-02 00:00:00",17,17,253,,
271,"Mocrocks","42600","2010-05-02 00:00:00",6,6,90,,
272,"LongBeach","12400","2010-05-01 00:00:00",13,13,195,,
272,"LongBeach","12500","2010-05-01 00:00:00",11,11,165,,
272,"LongBeach","12600","2010-05-01 00:00:00",11,11,165,,
273,"LongBeach","12400","2010-05-02 00:00:00",8,8,120,,
273,"LongBeach","12500","2010-05-02 00:00:00",7,7,105,,
273,"LongBeach","12600","2010-05-02 00:00:00",13,13,195,,
274,"Mocrocks","41300","2010-05-15 00:00:00",17,17,255,,
274,"Mocrocks","41400","2010-05-15 00:00:00",35,35,525,,
274,"Mocrocks","42500","2010-05-15 00:00:00",16,16,240,,
274,"Mocrocks","42600","2010-05-15 00:00:00",9,9,135,,
275,"Copalis","31005","2010-05-15 00:00:00",16,15,225,,
275,"Copalis","32007","2010-05-15 00:00:00",14,14,210,,
275,"Copalis","32009","2010-05-15 00:00:00",14,14,210,,
275,"Copalis","33012","2010-05-15 00:00:00",10,10,150,,
275,"Copalis","33013","2010-05-15 00:00:00",2,2,15,,
276,"Twin Harbors","21200","2010-05-16 00:00:00",11,11,165,,
276,"Twin Harbors","22307","2010-05-16 00:00:00",12,12,180,,
276,"Twin Harbors","22309","2010-05-16 00:00:00",19,19,285,,
277,"LongBeach","12400","2010-05-15 00:00:00",5,5,75,,
277,"LongBeach","12500","2010-05-15 00:00:00",8,8,120,,
277,"LongBeach","12600","2010-05-15 00:00:00",9,9,135,,
278,"Copalis","31005","2010-10-08 00:00:00",13,12,176,,2
278,"Copalis","32007","2010-10-08 00:00:00",14,14,210,,
278,"Copalis","32009","2010-10-08 00:00:00",11,11,165,,
278,"Copalis","33012","2010-10-08 00:00:00",12,12,180,,2
279,"Copalis","31005","2010-10-09 00:00:00",9,9,62,,3
279,"Copalis","32007","2010-10-09 00:00:00",22,22,109,,2.888888888888889
279,"Copalis","32009","2010-10-09 00:00:00",14,13,108,,2.333333333333333
279,"Copalis","33012","2010-10-09 00:00:00",24,23,58,,1.777777777777778
280,"Mocrocks","41100","2010-10-08 00:00:00",13,13,195,,
280,"Mocrocks","41200","2010-10-08 00:00:00",5,4,60,,
280,"Mocrocks","41300","2010-10-08 00:00:00",16,16,240,,
280,"Mocrocks","41400","2010-10-08 00:00:00",10,10,138,,
280,"Mocrocks","42500","2010-10-08 00:00:00",18,18,240,,
280,"Mocrocks","42600","2010-10-08 00:00:00",10,10,150,,
281,"Mocrocks","41200","2010-10-09 00:00:00",5,3,45,,5
281,"Mocrocks","41300","2010-10-09 00:00:00",20,20,130,,2.857142857142857
281,"Mocrocks","41400","2010-10-09 00:00:00",11,11,33,,3.5
281,"Mocrocks","42500","2010-10-09 00:00:00",11,11,26,,1.5
281,"Mocrocks","42600","2010-10-09 00:00:00",10,10,34,,3.25
282,"Twin Harbors","21200","2010-10-07 00:00:00",15,15,222,,
282,"Twin Harbors","22307","2010-10-07 00:00:00",22,22,320,,
282,"Twin Harbors","22309","2010-10-07 00:00:00",17,17,249,,
283,"Twin Harbors","21200","2010-10-08 00:00:00",14,14,210,,2.4
283,"Twin Harbors","22307","2010-10-08 00:00:00",17,14,194,,2.75
283,"Twin Harbors","22309","2010-10-08 00:00:00",25,23,344,,2.777777777777778
284,"Twin Harbors","21200","2010-10-10 00:00:00",8,8,81,,2
284,"Twin Harbors","22307","2010-10-10 00:00:00",15,14,142,,1.875
284,"Twin Harbors","22309","2010-10-10 00:00:00",4,4,44,,1.5
285,"LongBeach","12400","2010-10-08 00:00:00",17,17,255,,2.666666666666667
285,"LongBeach","12500","2010-10-08 00:00:00",25,25,375,,3.125
285,"LongBeach","12600","2010-10-08 00:00:00",14,14,212,,2.8
287,"Mocrocks","41100","2010-11-05 00:00:00",8,8,120,,1.333333333333333
287,"Mocrocks","41200","2010-11-05 00:00:00",2,2,30,,2
287,"Mocrocks","41400","2010-11-05 00:00:00",3,3,60,,1
287,"Mocrocks","42500","2010-11-05 00:00:00",4,4,62,,1
287,"Mocrocks","42600","2010-11-05 00:00:00",14,14,210,,2.5
288,"Copalis","31002","2010-11-05 00:00:00",3,3,36,,3
288,"Copalis","31005","2010-11-05 00:00:00",8,8,78,,2
288,"Copalis","32007","2010-11-05 00:00:00",6,6,90,,2
288,"Copalis","32009","2010-11-05 00:00:00",6,6,82,,1.5
288,"Copalis","33012","2010-11-05 00:00:00",23,23,346,,2.4
289,"Mocrocks","41100","2010-11-06 00:00:00",4,4,60,,4
289,"Mocrocks","41300","2010-11-06 00:00:00",13,12,165,,2.5
289,"Mocrocks","41400","2010-11-06 00:00:00",10,10,105,,3
289,"Mocrocks","42500","2010-11-06 00:00:00",3,3,45,,2
289,"Mocrocks","42600","2010-11-06 00:00:00",8,7,73,,1.833333333333333
290,"Copalis","31005","2010-11-06 00:00:00",22,22,250,,
290,"Copalis","32007","2010-11-06 00:00:00",33,31,278,,
290,"Copalis","32009","2010-11-06 00:00:00",20,20,218,,
290,"Copalis","33012","2010-11-06 00:00:00",21,16,162,,
291,"Twin Harbors","21200","2010-11-07 00:00:00",13,11,165,,
291,"Twin Harbors","22307","2010-11-07 00:00:00",16,14,155,,
291,"Twin Harbors","22309","2010-11-07 00:00:00",9,8,120,,
292,"LongBeach","12400","2010-11-05 00:00:00",5,4,60,,
292,"LongBeach","12500","2010-11-05 00:00:00",30,30,450,,
292,"LongBeach","12600","2010-11-05 00:00:00",35,33,495,,
293,"Twin Harbors","21100","2010-11-06 00:00:00",3,3,30,,1.5
293,"Twin Harbors","21200","2010-11-06 00:00:00",22,21,32,,2.666666666666667
293,"Twin Harbors","22307","2010-11-06 00:00:00",18,18,187,,2.571428571428572
293,"Twin Harbors","22309","2010-11-06 00:00:00",5,5,73,,1.666666666666667
294,"Twin Harbors","21200","2010-11-08 00:00:00",11,10,145,,2
294,"Twin Harbors","22307","2010-11-08 00:00:00",7,7,105,,2.333333333333333
294,"Twin Harbors","22309","2010-11-08 00:00:00",4,4,0,,0
295,"Twin Harbors","21200","2010-11-20 00:00:00",9,9,122,,1.8
295,"Twin Harbors","22307","2010-11-20 00:00:00",16,16,240,,2.5
295,"Twin Harbors","22309","2010-11-20 00:00:00",18,18,266,,2.25
296,"Twin Harbors","21200","2010-11-21 00:00:00",5,5,75,,
296,"Twin Harbors","22307","2010-11-21 00:00:00",6,6,90,,
296,"Twin Harbors","22309","2010-11-21 00:00:00",7,7,105,,
297,"LongBeach","12400","2010-11-20 00:00:00",21,20,302,,
297,"LongBeach","12500","2010-11-20 00:00:00",11,11,165,,
297,"LongBeach","12600","2010-11-20 00:00:00",7,7,105,,
298,"LongBeach","12400","2010-11-21 00:00:00",9,9,135,,
298,"LongBeach","12500","2010-11-21 00:00:00",1,1,15,,
298,"LongBeach","12600","2010-11-21 00:00:00",7,7,105,,
299,"Copalis","31005","2010-12-04 00:00:00",15,15,225,,
299,"Copalis","32007","2010-12-04 00:00:00",13,13,195,,
299,"Copalis","32009","2010-12-04 00:00:00",15,15,225,,
299,"Copalis","33012","2010-12-04 00:00:00",10,9,135,,
300,"Copalis","31005","2010-12-05 00:00:00",5,5,75,,
300,"Copalis","32007","2010-12-05 00:00:00",21,20,300,,2
300,"Copalis","32009","2010-12-05 00:00:00",3,3,45,,
301,"Mocrocks","41300","2010-12-04 00:00:00",12,11,165,,
301,"Mocrocks","41400","2010-12-04 00:00:00",13,13,195,,
301,"Mocrocks","42500","2010-12-04 00:00:00",21,21,315,,
301,"Mocrocks","42600","2010-12-04 00:00:00",11,11,165,,
302,"Mocrocks","41100","2010-12-05 00:00:00",3,3,45,,
302,"Mocrocks","41200","2010-12-05 00:00:00",5,5,75,,
302,"Mocrocks","41300","2010-12-05 00:00:00",2,2,30,,
302,"Mocrocks","41400","2010-12-05 00:00:00",7,7,105,,
302,"Mocrocks","42500","2010-12-05 00:00:00",10,10,150,,
302,"Mocrocks","42600","2010-12-05 00:00:00",5,5,75,,
303,"Twin Harbors","21200","2010-12-03 00:00:00",17,17,255,,1.875
303,"Twin Harbors","22307","2010-12-03 00:00:00",33,31,465,,
303,"Twin Harbors","22309","2010-12-03 00:00:00",7,7,105,,
304,"Twin Harbors","21200","2010-12-04 00:00:00",18,17,255,,
305,"LongBeach","12400","2010-12-04 00:00:00",16,15,225,,
305,"LongBeach","12500","2010-12-04 00:00:00",18,18,270,,
305,"LongBeach","12600","2010-12-04 00:00:00",7,7,105,,
306,"LongBeach","12400","2010-12-05 00:00:00",9,9,135,,
306,"LongBeach","12500","2010-12-05 00:00:00",15,15,225,,
306,"LongBeach","12600","2010-12-05 00:00:00",5,5,75,,
307,"Twin Harbors","21200","2010-12-06 00:00:00",3,3,45,,1.5
307,"Twin Harbors","22307","2010-12-06 00:00:00",6,6,90,,3
308,"Copalis","31005","2010-12-31 00:00:00",16,15,133,,
308,"Copalis","32007","2010-12-31 00:00:00",26,26,340,,
308,"Copalis","32009","2010-12-31 00:00:00",12,12,129,,
308,"Copalis","33012","2010-12-31 00:00:00",23,23,330,,
309,"Mocrocks","41200","2010-12-31 00:00:00",5,5,70,,
309,"Mocrocks","41300","2010-12-31 00:00:00",22,21,305,,
309,"Mocrocks","41400","2010-12-31 00:00:00",36,36,513,,
309,"Mocrocks","42500","2010-12-31 00:00:00",21,21,315,,
309,"Mocrocks","42600","2010-12-31 00:00:00",19,19,285,,
310,"Copalis","31005","2011-01-01 00:00:00",21,20,256,,
310,"Copalis","32007","2011-01-01 00:00:00",32,32,253,,
310,"Copalis","32009","2011-01-01 00:00:00",17,12,99,,
310,"Copalis","33012","2011-01-01 00:00:00",29,29,381,,
311,"Mocrocks","41100","2011-01-01 00:00:00",7,6,45,,
311,"Mocrocks","41200","2011-01-01 00:00:00",7,7,99,,
311,"Mocrocks","41300","2011-01-01 00:00:00",27,26,369,,
311,"Mocrocks","41400","2011-01-01 00:00:00",19,19,285,,
311,"Mocrocks","42500","2011-01-01 00:00:00",19,19,258,,
311,"Mocrocks","42600","2011-01-01 00:00:00",4,4,60,,
312,"Twin Harbors","21200","2011-01-02 00:00:00",20,19,133,,
312,"Twin Harbors","22307","2011-01-02 00:00:00",8,8,96,,
312,"Twin Harbors","22309","2011-01-02 00:00:00",11,11,45,,
313,"LongBeach","12400","2010-12-31 00:00:00",23,23,345,,
313,"LongBeach","12500","2010-12-31 00:00:00",33,32,482,,
313,"LongBeach","12600","2010-12-31 00:00:00",41,40,393,,
314,"LongBeach","12400","2011-01-01 00:00:00",23,22,164,,
314,"LongBeach","12500","2011-01-01 00:00:00",24,24,360,,
314,"LongBeach","12600","2011-01-01 00:00:00",41,39,500,,
315,"LongBeach","11101","2011-01-20 00:00:00",4,3,15,,
315,"LongBeach","11104","2011-01-20 00:00:00",1,1,0,,
315,"LongBeach","11200","2011-01-20 00:00:00",5,5,32,,
315,"LongBeach","12300","2011-01-20 00:00:00",2,2,1,,
315,"LongBeach","12400","2011-01-20 00:00:00",8,8,51,,
315,"LongBeach","12500","2011-01-20 00:00:00",4,4,11,,
315,"LongBeach","12600","2011-01-20 00:00:00",7,7,12,,
316,"LongBeach","12400","2011-01-21 00:00:00",9,8,79,,2.25
316,"LongBeach","12500","2011-01-21 00:00:00",14,14,156,,2
316,"LongBeach","12600","2011-01-21 00:00:00",23,23,102,,3.125
317,"LongBeach","12400","2011-01-22 00:00:00",25,25,367,,3.125
317,"LongBeach","12500","2011-01-22 00:00:00",15,13,177,,2.5
317,"LongBeach","12600","2011-01-22 00:00:00",12,12,78,,3
318,"Twin Harbors","21200","2011-01-20 00:00:00",11,11,8,,
318,"Twin Harbors","22307","2011-01-20 00:00:00",9,9,25,,
318,"Twin Harbors","22309","2011-01-20 00:00:00",7,7,2,,
319,"Twin Harbors","21200","2011-01-21 00:00:00",17,16,2,10,
319,"Twin Harbors","22307","2011-01-21 00:00:00",23,21,139,18,2
319,"Twin Harbors","22309","2011-01-21 00:00:00",22,22,38,20,
320,"Twin Harbors","21200","2011-01-22 00:00:00",18,18,86,,2.571428571428572
320,"Twin Harbors","22307","2011-01-22 00:00:00",25,22,266,,2.454545454545455
320,"Twin Harbors","22309","2011-01-22 00:00:00",13,10,31,,3.2
321,"Mocrocks","41100","2011-02-18 00:00:00",1,1,15,,
321,"Mocrocks","41300","2011-02-18 00:00:00",11,10,136,,
321,"Mocrocks","41400","2011-02-18 00:00:00",15,15,196,,
321,"Mocrocks","42500","2011-02-18 00:00:00",3,3,40,,
321,"Mocrocks","42600","2011-02-18 00:00:00",8,8,57,,
322,"Mocrocks","41100","2011-02-19 00:00:00",4,4,60,,
322,"Mocrocks","41200","2011-02-19 00:00:00",27,25,280,,
322,"Mocrocks","41300","2011-02-19 00:00:00",11,11,165,,
322,"Mocrocks","41400","2011-02-19 00:00:00",24,22,315,,
322,"Mocrocks","42500","2011-02-19 00:00:00",9,9,135,,
322,"Mocrocks","42600","2011-02-19 00:00:00",13,11,165,,
323,"Copalis","32007","2011-02-18 00:00:00",21,21,315,,
323,"Copalis","32009","2011-02-18 00:00:00",18,18,270,,
323,"Copalis","33012","2011-02-18 00:00:00",18,18,270,,
324,"Copalis","31005","2011-02-19 00:00:00",6,6,90,,
324,"Copalis","32007","2011-02-19 00:00:00",26,26,366,,
324,"Copalis","32009","2011-02-19 00:00:00",13,11,100,,
324,"Copalis","33012","2011-02-19 00:00:00",29,27,385,,
325,"Twin Harbors","21200","2011-02-17 00:00:00",37,36,501,,
325,"Twin Harbors","22307","2011-02-17 00:00:00",18,17,218,,
325,"Twin Harbors","22309","2011-02-17 00:00:00",18,18,264,,
326,"LongBeach","12400","2011-02-18 00:00:00",12,9,135,,
326,"LongBeach","12500","2011-02-18 00:00:00",14,14,209,,
326,"LongBeach","12600","2011-02-18 00:00:00",16,15,202,,
327,"LongBeach","12400","2011-02-19 00:00:00",20,20,285,,
327,"LongBeach","12500","2011-02-19 00:00:00",24,24,360,,
327,"LongBeach","12600","2011-02-19 00:00:00",21,19,262,,
328,"Copalis","31005","2011-03-19 00:00:00",26,21,146,,
328,"Copalis","32007","2011-03-19 00:00:00",17,17,167,,
328,"Copalis","32009","2011-03-19 00:00:00",39,38,550,,
328,"Copalis","33012","2011-03-19 00:00:00",31,31,458,,
328,"Copalis","33013","2011-03-19 00:00:00",2,2,30,,
329,"Mocrocks","41100","2011-03-19 00:00:00",1,1,15,,
329,"Mocrocks","41400","2011-03-19 00:00:00",42,39,338,,
329,"Mocrocks","42500","2011-03-19 00:00:00",16,15,221,,
329,"Mocrocks","42600","2011-03-19 00:00:00",12,10,140,,
330,"Mocrocks","41100","2011-03-20 00:00:00",3,3,45,,
330,"Mocrocks","41200","2011-03-20 00:00:00",6,5,75,,
330,"Mocrocks","41300","2011-03-20 00:00:00",12,12,173,,
330,"Mocrocks","41400","2011-03-20 00:00:00",21,21,315,,
330,"Mocrocks","42500","2011-03-20 00:00:00",6,6,90,,
330,"Mocrocks","42600","2011-03-20 00:00:00",10,10,152,,
331,"Copalis","31005","2011-03-20 00:00:00",15,15,194,,
331,"Copalis","32007","2011-03-20 00:00:00",12,12,176,,
331,"Copalis","32009","2011-03-20 00:00:00",16,16,240,,
331,"Copalis","33012","2011-03-20 00:00:00",9,9,135,,
332,"Twin Harbors","21200","2011-03-19 00:00:00",37,36,138,,
332,"Twin Harbors","22307","2011-03-19 00:00:00",21,15,122,,
332,"Twin Harbors","22309","2011-03-19 00:00:00",20,16,104,,
333,"Twin Harbors","21200","2011-03-20 00:00:00",22,22,293,,
333,"Twin Harbors","22307","2011-03-20 00:00:00",32,31,437,,
333,"Twin Harbors","22309","2011-03-20 00:00:00",13,13,193,,
334,"Twin Harbors","21200","2011-03-21 00:00:00",17,16,84,,
334,"Twin Harbors","22307","2011-03-21 00:00:00",12,12,143,,
334,"Twin Harbors","22309","2011-03-21 00:00:00",2,2,0,,
335,"Twin Harbors","21200","2011-03-22 00:00:00",11,11,135,,
335,"Twin Harbors","22307","2011-03-22 00:00:00",28,28,382,,
335,"Twin Harbors","22309","2011-03-22 00:00:00",9,9,117,,
336,"LongBeach","12300","2011-03-19 00:00:00",1,1,3,,
336,"LongBeach","12400","2011-03-19 00:00:00",22,22,280,,
336,"LongBeach","12500","2011-03-19 00:00:00",27,27,277,,
336,"LongBeach","12600","2011-03-19 00:00:00",32,31,327,,
337,"LongBeach","12400","2011-03-20 00:00:00",19,18,259,,
337,"LongBeach","12500","2011-03-20 00:00:00",15,15,218,,
337,"LongBeach","12600","2011-03-20 00:00:00",15,15,225,,
339,"LongBeach","12400","2011-03-21 00:00:00",16,15,214,,1.375
339,"LongBeach","12500","2011-03-21 00:00:00",14,13,151,,2.571428571428572
339,"LongBeach","12600","2011-03-21 00:00:00",12,12,175,,2.4
340,"LongBeach","12400","2011-03-22 00:00:00",17,17,255,,
340,"LongBeach","12500","2011-03-22 00:00:00",11,10,150,,
340,"LongBeach","12600","2011-03-22 00:00:00",9,9,135,,
345,"Twin Harbors","21200","2011-04-07 00:00:00",17,17,233,,
345,"Twin Harbors","22307","2011-04-07 00:00:00",7,7,97,,
345,"Twin Harbors","22309","2011-04-07 00:00:00",2,2,30,,
346,"Twin Harbors","21200","2011-04-08 00:00:00",7,7,83,,
346,"Twin Harbors","22307","2011-04-08 00:00:00",33,33,262,,
346,"Twin Harbors","22309","2011-04-08 00:00:00",7,7,31,,
347,"Twin Harbors","21100","2011-04-09 00:00:00",7,7,84,,
347,"Twin Harbors","21200","2011-04-09 00:00:00",28,28,364,,
347,"Twin Harbors","22307","2011-04-09 00:00:00",18,15,110,,
347,"Twin Harbors","22309","2011-04-09 00:00:00",25,25,258,,
348,"LongBeach","11104","2011-04-07 00:00:00",5,5,75,,
348,"LongBeach","11200","2011-04-07 00:00:00",17,17,176,,
348,"LongBeach","12300","2011-04-07 00:00:00",7,7,105,,
348,"LongBeach","12400","2011-04-07 00:00:00",14,13,154,,
348,"LongBeach","12500","2011-04-07 00:00:00",21,19,230,,
348,"LongBeach","12600","2011-04-07 00:00:00",15,15,200,,
349,"LongBeach","11101","2011-04-08 00:00:00",8,6,90,,
349,"LongBeach","11104","2011-04-08 00:00:00",7,7,75,,
349,"LongBeach","11200","2011-04-08 00:00:00",28,25,180,,
349,"LongBeach","12300","2011-04-08 00:00:00",27,20,266,,
349,"LongBeach","12400","2011-04-08 00:00:00",27,27,391,,
349,"LongBeach","12500","2011-04-08 00:00:00",19,19,260,,
349,"LongBeach","12600","2011-04-08 00:00:00",17,17,190,,
350,"LongBeach","12400","2011-04-09 00:00:00",44,36,402,,
350,"LongBeach","12500","2011-04-09 00:00:00",31,27,319,,
350,"LongBeach","12600","2011-04-09 00:00:00",21,21,315,,
351,"Mocrocks","41300","2011-04-21 00:00:00",5,5,75,,
351,"Mocrocks","41400","2011-04-21 00:00:00",12,12,180,,
351,"Mocrocks","42500","2011-04-21 00:00:00",22,22,330,,
351,"Mocrocks","42600","2011-04-21 00:00:00",16,16,240,,
352,"Mocrocks","41200","2011-04-22 00:00:00",5,5,75,,
352,"Mocrocks","41300","2011-04-22 00:00:00",9,9,135,,
352,"Mocrocks","41400","2011-04-22 00:00:00",9,7,105,,
352,"Mocrocks","42500","2011-04-22 00:00:00",13,13,195,,
352,"Mocrocks","42600","2011-04-22 00:00:00",7,7,105,,
353,"Mocrocks","41100","2011-04-23 00:00:00",22,22,330,,
353,"Mocrocks","41200","2011-04-23 00:00:00",5,5,75,,
353,"Mocrocks","41300","2011-04-23 00:00:00",9,9,136,,
353,"Mocrocks","41400","2011-04-23 00:00:00",7,6,90,,
353,"Mocrocks","42500","2011-04-23 00:00:00",18,17,255,,
353,"Mocrocks","42600","2011-04-23 00:00:00",29,29,435,,
354,"Copalis","31002","2011-04-21 00:00:00",1,1,15,,
354,"Copalis","31005","2011-04-21 00:00:00",9,8,120,,
354,"Copalis","32007","2011-04-21 00:00:00",10,10,150,,
354,"Copalis","32009","2011-04-21 00:00:00",7,7,105,,
354,"Copalis","33012","2011-04-21 00:00:00",9,9,136,,
355,"Copalis","31005","2011-04-22 00:00:00",24,23,319,,
355,"Copalis","32007","2011-04-22 00:00:00",10,10,150,,
355,"Copalis","32009","2011-04-22 00:00:00",12,12,180,,
355,"Copalis","33012","2011-04-22 00:00:00",10,10,150,,
356,"Copalis","31005","2011-04-23 00:00:00",17,17,255,,
356,"Copalis","32007","2011-04-23 00:00:00",12,12,180,,
356,"Copalis","32009","2011-04-23 00:00:00",13,13,195,,
356,"Copalis","33012","2011-04-23 00:00:00",16,16,234,,
357,"LongBeach","11101","2011-04-19 00:00:00",12,12,185,,
357,"LongBeach","11104","2011-04-19 00:00:00",8,8,118,,
357,"LongBeach","11200","2011-04-19 00:00:00",15,15,225,,3
357,"LongBeach","12300","2011-04-19 00:00:00",4,4,63,,
357,"LongBeach","12400","2011-04-19 00:00:00",17,17,255,,
357,"LongBeach","12500","2011-04-19 00:00:00",13,13,203,,
357,"LongBeach","12600","2011-04-19 00:00:00",24,24,360,,
358,"LongBeach","12400","2011-04-22 00:00:00",13,13,195,,
358,"LongBeach","12500","2011-04-22 00:00:00",15,14,210,,
358,"LongBeach","12600","2011-04-22 00:00:00",15,15,225,,
359,"LongBeach","12400","2011-04-23 00:00:00",29,29,435,,
359,"LongBeach","12500","2011-04-23 00:00:00",16,16,240,,
359,"LongBeach","12600","2011-04-23 00:00:00",13,11,165,,
360,"Twin Harbors","21100","2011-04-19 00:00:00",1,1,15,,
360,"Twin Harbors","21200","2011-04-19 00:00:00",16,16,240,,
360,"Twin Harbors","22307","2011-04-19 00:00:00",11,11,165,,
360,"Twin Harbors","22309","2011-04-19 00:00:00",15,15,225,,
361,"Twin Harbors","21200","2011-04-20 00:00:00",21,21,315,,
361,"Twin Harbors","22307","2011-04-20 00:00:00",15,15,225,,
361,"Twin Harbors","22309","2011-04-20 00:00:00",8,8,120,,
362,"Twin Harbors","21100","2011-04-21 00:00:00",3,3,45,,
362,"Twin Harbors","21200","2011-04-21 00:00:00",16,16,240,,
362,"Twin Harbors","22307","2011-04-21 00:00:00",14,14,210,,
362,"Twin Harbors","22309","2011-04-21 00:00:00",6,6,90,,
363,"Twin Harbors","21100","2011-04-23 00:00:00",3,3,45,,
363,"Twin Harbors","21200","2011-04-23 00:00:00",38,36,540,,
363,"Twin Harbors","22307","2011-04-23 00:00:00",34,34,480,,
363,"Twin Harbors","22309","2011-04-23 00:00:00",18,18,262,,
364,"LongBeach","12400","2011-04-20 00:00:00",28,28,420,,
364,"LongBeach","12500","2011-04-20 00:00:00",17,17,255,,
364,"LongBeach","12600","2011-04-20 00:00:00",18,18,269,,
365,"LongBeach","12400","2011-04-21 00:00:00",20,20,300,,
365,"LongBeach","12500","2011-04-21 00:00:00",21,21,315,,
365,"LongBeach","12600","2011-04-21 00:00:00",19,19,285,,
366,"Twin Harbors","21200","2011-05-03 00:00:00",11,10,150,,
366,"Twin Harbors","22307","2011-05-03 00:00:00",11,10,150,,
366,"Twin Harbors","22309","2011-05-03 00:00:00",2,2,30,,
367,"LongBeach","12400","2011-05-03 00:00:00",10,10,150,,
367,"LongBeach","12500","2011-05-03 00:00:00",15,15,225,,
367,"LongBeach","12600","2011-05-03 00:00:00",1,1,15,,
368,"LongBeach","11104","2011-05-04 00:00:00",11,8,120,,
368,"LongBeach","11200","2011-05-04 00:00:00",15,15,225,,
368,"LongBeach","12300","2011-05-04 00:00:00",8,7,105,,
368,"LongBeach","12400","2011-05-04 00:00:00",10,10,150,,
368,"LongBeach","12500","2011-05-04 00:00:00",8,8,120,,
368,"LongBeach","12600","2011-05-04 00:00:00",11,11,165,,
369,"LongBeach","12400","2011-05-05 00:00:00",16,16,240,,
369,"LongBeach","12500","2011-05-05 00:00:00",13,13,195,,
369,"LongBeach","12600","2011-05-05 00:00:00",8,8,120,,
370,"Twin Harbors","21200","2011-05-04 00:00:00",23,23,345,,
370,"Twin Harbors","22307","2011-05-04 00:00:00",11,11,165,,
370,"Twin Harbors","22309","2011-05-04 00:00:00",6,6,90,,
371,"Twin Harbors","21200","2011-05-05 00:00:00",22,22,330,,
371,"Twin Harbors","22307","2011-05-05 00:00:00",3,3,45,,
371,"Twin Harbors","22309","2011-05-05 00:00:00",5,4,60,,
372,"Mocrocks","41100","2011-05-07 00:00:00",3,3,45,,
372,"Mocrocks","41200","2011-05-07 00:00:00",9,9,135,,
372,"Mocrocks","41300","2011-05-07 00:00:00",7,7,105,,
372,"Mocrocks","41400","2011-05-07 00:00:00",28,27,381,,
372,"Mocrocks","42500","2011-05-07 00:00:00",13,12,180,,
372,"Mocrocks","42600","2011-05-07 00:00:00",16,16,219,,
373,"Mocrocks","41100","2011-05-08 00:00:00",6,6,90,,
373,"Mocrocks","41200","2011-05-08 00:00:00",17,17,255,,
373,"Mocrocks","41300","2011-05-08 00:00:00",9,9,135,,
373,"Mocrocks","41400","2011-05-08 00:00:00",14,14,210,,
373,"Mocrocks","42500","2011-05-08 00:00:00",13,13,195,,
373,"Mocrocks","42600","2011-05-08 00:00:00",20,20,300,,
374,"Twin Harbors","21200","2011-05-06 00:00:00",16,16,240,,
374,"Twin Harbors","22307","2011-05-06 00:00:00",12,12,180,,
375,"Twin Harbors","21200","2011-05-07 00:00:00",24,20,289,,
375,"Twin Harbors","22307","2011-05-07 00:00:00",6,6,90,,
375,"Twin Harbors","22309","2011-05-07 00:00:00",15,13,183,,
376,"Twin Harbors","21100","2011-05-08 00:00:00",1,1,15,,
376,"Twin Harbors","21200","2011-05-08 00:00:00",30,30,420,,
376,"Twin Harbors","22307","2011-05-08 00:00:00",15,14,210,,
376,"Twin Harbors","22309","2011-05-08 00:00:00",14,13,190,,
377,"LongBeach","11101","2011-05-06 00:00:00",4,4,60,,
377,"LongBeach","11104","2011-05-06 00:00:00",2,2,24,,
377,"LongBeach","11200","2011-05-06 00:00:00",10,10,139,,
