EventID,EstCorEffort,TotHarvest,beach,Date,CorrectionFactor,CPUE,SumPeople,n_interviews,WastageRate,Wastage,PctInterviewed,year,month,season_year,season_label
561,250.42451505822004,698.1531934956438,Kalaloch,2012-04-09,0.53840005,2.787878787878788,35,1,NA,NA,0.1397626745602882,2012,4,2011,2011-12
562,3487.893979797228,52318.40969695842,Twin Harbors,2012-04-21,0.51856661,15,112,51,NA,NA,0.03211106778151302,2012,4,2011,2011-12
563,2704.699141826461,40570.48712739692,Twin Harbors,2012-04-22,0.48730004,15,66,31,0.03333333333333333,1352.3495709132305,0.024401974688922606,2012,4,2011,2011-12
564,6010.972299060451,90164.58448590677,LongBeach,2012-04-21,0.41383338,15,61,28,NA,NA,0.010148108652827205,2012,4,2011,2011-12
565,5904.415855752217,88566.23783628325,LongBeach,2012-04-22,0.49590003,15,57,28,0.013333333333333334,1180.8831711504436,0.00965379156762295,2012,4,2011,2011-12
566,3272.837067583964,49092.556013759466,LongBeach,2012-04-23,0.49590003,15,36,18,NA,NA,0.010999630979667283,2012,4,2011,2011-12
567,1256.4544538616758,18846.816807925134,Mocrocks,2012-04-23,0.58099997,15,88,44,0.02,376.9363361585027,0.0700383525479452,2012,4,2011,2011-12
568,1618.5331394140867,24277.997091211302,Copalis,2012-04-23,0.4813,15,65,32,0.01,242.77997091211301,0.040159820282413355,2012,4,2011,2011-12
569,2389.474748756404,35842.121231346064,Twin Harbors,2012-05-07,0.51684999,15,59,28,NA,NA,0.024691618955465587,2012,5,2011,2011-12
570,3902.6236296699653,58539.35444504948,Twin Harbors,2012-05-05,0.52785003,15,146,49,NA,NA,0.037410730281553395,2012,5,2011,2011-12
571,3594.853508655384,53922.80262983075,Twin Harbors,2012-05-06,0.51684999,15,77,37,0.095,5122.666249833922,0.021419509811625402,2012,5,2011,2011-12
572,6212.153979238755,92354.02249134949,Copalis,2012-10-13,0.289,14.866666666666667,112,38,NA,NA,0.01802917319408181,2012,10,2012,2012-13
573,2133.359608557797,25877.374992116653,Copalis,2012-10-14,0.43399999,12.12987012987013,82,31,NA,NA,0.038437026589921236,2012,10,2012,2012-13
574,2973.37392323989,43682.90084759838,Mocrocks,2012-10-13,0.50300002,14.691358024691358,84,29,NA,NA,0.028250735416577116,2012,10,2012,2012-13
575,1373.3624454148471,20060.90143480973,Mocrocks,2012-10-14,0.458,14.607142857142858,56,26,NA,NA,0.0407758346581876,2012,10,2012,2012-13
576,2343.2539682539687,35929.89417989419,Twin Harbors,2012-10-13,0.486,15.333333333333334,56,19,NA,NA,0.023898391193903468,2012,10,2012,2012-13
577,967.3449169333943,12812.75720164609,Twin Harbors,2012-10-14,0.486,13.245283018867925,54,24,NA,NA,0.05582290148501201,2012,10,2012,2012-13
578,5785.3297794168175,83353.68342383065,LongBeach,2012-10-13,0.55699998,14.407766990291263,105,46,NA,NA,0.018149354315733474,2012,10,2012,2012-13
579,1180.6987191933977,12790.902791261808,LongBeach,2012-10-14,0.69199997,10.833333333333334,46,17,NA,NA,0.03895998128246062,2012,10,2012,2012-13
580,758.7548638132296,11086.251621271076,Twin Harbors,2012-10-15,0.514,14.61111111111111,54,23,NA,NA,0.07116923076923076,2012,10,2012,2012-13
581,605.2428282123556,7245.112678894963,LongBeach,2012-10-15,0.70300001,11.970588235294118,35,16,NA,NA,0.05782802929425195,2012,10,2012,2012-13
582,1084.4749106044499,16281.97947975996,Twin Harbors,2012-10-16,0.43799999,15.013698630136986,73,32,NA,NA,0.06731368267368422,2012,10,2012,2012-13
583,1412.2335036605448,20600.188716439683,Twin Harbors,2012-10-17,0.50199997,14.58695652173913,46,17,NA,NA,0.032572517137404576,2012,10,2012,2012-13
584,286.85260678402034,4141.434510444294,Twin Harbors,2012-10-18,0.50199997,14.4375,16,7,NA,NA,0.05577777444444444,2012,10,2012,2012-13
585,1974.752047785095,28293.43020188645,Copalis,2012-10-27,0.46900001,14.327586206896552,63,24,NA,NA,0.03190273942020292,2012,10,2012,2012-13
586,1191.6688455149476,17594.640013191285,Mocrocks,2012-10-27,0.57200003,14.764705882352942,52,28,NA,NA,0.04363628385160107,2012,10,2012,2012-13
587,1447.0404533632257,19770.610845369654,LongBeach,2012-10-27,0.64200002,13.662790697674419,86,45,NA,NA,0.059431648783638324,2012,10,2012,2012-13
588,946.3487332339791,14195.230998509687,LongBeach,2012-10-28,0.671,15,52,32,NA,NA,0.05494803149606299,2012,10,2012,2012-13
589,857.7157003616917,12881.91882052654,Twin Harbors,2012-10-28,0.49000001,15.018867924528301,57,24,NA,NA,0.06645558659584239,2012,10,2012,2012-13
590,1596.3488843813388,23239.86980517949,Copalis,2012-10-28,0.493,14.55813953488372,86,35,NA,NA,0.05387293519695044,2012,10,2012,2012-13
591,748.3283387165246,11066.188766474666,Mocrocks,2012-10-28,0.60699999,14.787878787878787,34,14,NA,NA,0.04543460168609169,2012,10,2012,2012-13
592,761.2903225806451,11419.354838709678,Twin Harbors,2012-10-29,0.465,15,37,19,NA,NA,0.04860169491525424,2012,10,2012,2012-13
593,151.0051425899953,604.0205703599812,Twin Harbors,2012-10-30,0.465,4,23,9,NA,NA,0.15231269349845203,2012,10,2012,2012-13
595,0,0,Copalis,2009-01-08,1,NA,0,1,NA,NA,NA,2009,1,2008,2008-09
596,0,0,Twin Harbors,2011-04-22,1,NA,0,1,NA,NA,NA,2011,4,2010,2010-11
599,1032.956148260861,15494.342223912916,Twin Harbors,2012-11-13,0.43799999,15,46,28,NA,NA,0.04453238414568518,2012,11,2012,2012-13
600,1391.2388543276352,20868.582814914527,Twin Harbors,2012-11-14,0.39700001,15,87,43,0.02,417.37165629829053,0.06253419370036628,2012,11,2012,2012-13
601,1753.3783783783783,26300.675675675677,Twin Harbors,2012-11-15,0.296,15,46,20,0.08,2104.054054054054,0.026235067437379578,2012,11,2012,2012-13
602,1529.964723032288,22949.47084548432,LongBeach,2012-11-15,0.62900001,15,104,46,NA,NA,0.06797542350772567,2012,11,2012,2012-13
603,671.5469551254675,9687.890500170679,Mocrocks,2012-11-16,0.53399998,14.426229508196721,69,22,NA,NA,0.10274784134358629,2012,11,2012,2012-13
604,1410.8855680023453,17308.542593171627,Copalis,2012-11-16,0.46900001,12.267857142857142,59,26,NA,NA,0.04181770750092606,2012,11,2012,2012-13
605,439.14647272119294,4616.393408361809,Twin Harbors,2012-11-16,0.465,10.512195121951219,49,21,NA,NA,0.11158008328375967,2012,11,2012,2012-13
606,1360.627662570367,13759.895877929357,Copalis,2012-11-17,0.46900001,10.112903225806452,66,23,NA,NA,0.0485070249676676,2012,11,2012,2012-13
607,606.3009700531317,8935.721439592584,Mocrocks,2012-11-17,0.53399998,14.738095238095237,42,17,NA,NA,0.06927252647529071,2012,11,2012,2012-13
608,3542.541886566212,44711.17259863113,LongBeach,2012-11-17,0.27200001,12.621212121212121,66,21,NA,NA,0.018630690084507046,2012,11,2012,2012-13
609,1202.1505376344085,17707.352513804126,Twin Harbors,2012-11-27,0.465,14.72972972972973,37,21,NA,NA,0.03077817531305904,2012,11,2012,2012-13
610,582.0238387591528,7065.498693773901,Twin Harbors,2012-11-28,0.45899999,12.13953488372093,47,24,NA,NA,0.08075270610942976,2012,11,2012,2012-13
611,190.6318124320656,63.5439374773552,Twin Harbors,2012-11-29,0.45899999,0.3333333333333333,9,4,NA,NA,0.04721142754285715,2012,11,2012,2012-13
612,305.42716637677137,2054.691846534644,LongBeach,2012-11-29,0.68000001,6.7272727272727275,12,7,NA,NA,0.039289235932591995,2012,11,2012,2012-13
613,444.80594933767134,3311.3331784026645,Copalis,2012-11-30,0.331,7.444444444444445,13,6,NA,NA,0.029226227795193314,2012,11,2012,2012-13
614,298.46938775510205,459.1836734693878,Mocrocks,2012-11-30,0.336,1.5384615384615385,14,7,NA,NA,0.046905982905982906,2012,11,2012,2012-13
615,109.80392372164557,15.686274817377939,Twin Harbors,2012-11-30,0.50999999,0.14285714285714285,9,4,NA,NA,0.08196428410714285,2012,11,2012,2012-13
616,355.9808527277308,355.9808527277308,Mocrocks,2012-12-01,0.41800001,1,12,5,NA,NA,0.03370967822580645,2012,12,2012,2012-13
617,703.8123329324167,1533.3054396027646,Copalis,2012-12-01,0.43399999,2.1785714285714284,31,11,NA,NA,0.044045832318452376,2012,12,2012,2012-13
618,357.47662437767525,39.7196249308528,LongBeach,2012-11-30,0.64200002,0.1111111111111111,10,4,NA,NA,0.027973857080610023,2012,11,2012,2012-13
619,587.5632657522309,1468.908164380577,LongBeach,2012-12-01,0.55699998,2.5,24,11,NA,NA,0.0408466652,2012,12,2012,2012-13
620,1130.5190495154652,16542.785078985795,Twin Harbors,2012-12-11,0.465,14.632911392405063,81,35,NA,NA,0.07164850520185059,2012,12,2012,2012-13
621,1520.4301075268816,22806.451612903224,Twin Harbors,2012-12-12,0.465,15,55,31,NA,NA,0.036173974540311175,2012,12,2012,2012-13
623,1417.4163011086214,14828.355150059424,Twin Harbors,2012-12-13,0.39700001,10.461538461538462,42,24,NA,NA,0.029631379268849962,2012,12,2012,2012-13
624,1731.5110368643566,25998.900568675414,LongBeach,2012-12-14,0.55699998,15.015151515151516,66,31,NA,NA,0.03811699642384106,2012,12,2012,2012-13
625,1553.6249653757309,22999.742134483862,Copalis,2012-12-14,0.46599999,14.803921568627452,53,21,NA,NA,0.03411376695223381,2012,12,2012,2012-13
626,904.4129112739747,13566.193669109622,Mocrocks,2012-12-14,0.583,15,31,11,NA,NA,0.03427637931034483,2012,12,2012,2012-13
627,377.91495198902606,3679.6982167352535,Twin Harbors,2012-12-15,0.486,9.736842105263158,43,12,NA,NA,0.11378221415607985,2012,12,2012,2012-13
628,746.3942128270622,9722.263079901222,Mocrocks,2012-12-15,0.41600001,13.025641025641026,39,14,NA,NA,0.052251208985507246,2012,12,2012,2012-13
629,1843.5277382645804,23044.096728307257,Copalis,2012-12-15,0.37,12.5,19,7,NA,NA,0.010306327160493827,2012,12,2012,2012-13
630,1465.3501423824111,18472.292703972213,LongBeach,2012-12-15,0.55699998,12.606060606060606,33,15,NA,NA,0.022520214824797838,2012,12,2012,2012-13
631,2141.87871817727,6230.919907424786,Twin Harbors,2012-12-28,0.43799999,2.909090909090909,70,26,NA,NA,0.032681589020861886,2012,12,2012,2012-13
632,1820.9219550320272,16816.749820001663,Twin Harbors,2012-12-29,0.50199997,9.235294117647058,69,22,NA,NA,0.037892892558806235,2012,12,2012,2012-13
633,5157.342533368078,75961.53663553999,Mocrocks,2012-12-29,0.41600001,14.728813559322035,66,20,NA,NA,0.012797288443220338,2012,12,2012,2012-13
634,5810.285997890688,76607.357776537,LongBeach,2012-12-29,0.597,13.184782608695652,94,27,NA,NA,0.016178205347228154,2012,12,2012,2012-13
635,3201.485873888152,42588.18708553845,Copalis,2012-12-30,0.49399999,13.302631578947368,79,28,NA,NA,0.024676042035461428,2012,12,2012,2012-13
636,1891.0352098683143,27843.863262543797,Mocrocks,2012-12-30,0.49399999,14.724137931034482,59,18,NA,NA,0.031199842124625787,2012,12,2012,2012-13
637,3820.0173099061712,47300.80257266171,LongBeach,2012-12-30,0.55699998,12.382352941176471,75,23,NA,NA,0.019633418886743782,2012,12,2012,2012-13
638,827.6016548420657,9325.657671634983,Mocrocks,2012-12-31,0.41800001,11.268292682926829,42,16,NA,NA,0.05074905270460704,2012,12,2012,2012-13
639,2036.090269722642,19003.509184077993,Copalis,2012-12-31,0.403,9.333333333333334,39,13,NA,NA,0.01915435704395985,2012,12,2012,2012-13
640,370.5179504293596,4861.195509633198,Twin Harbors,2013-01-08,0.50199997,13.12,25,13,NA,NA,0.06747311424731182,2013,1,2012,2012-13
641,844.5693200213228,11674.928835588875,Twin Harbors,2013-01-09,0.53399998,13.823529411764707,51,25,NA,NA,0.06038580705099778,2013,1,2012,2012-13
642,1416.51710651767,21247.75659776505,LongBeach,2013-01-10,0.55699998,15,73,32,NA,NA,0.05153485239543726,2013,1,2012,2012-13
643,1606.6288197054282,24099.432295581424,Copalis,2013-01-10,0.45500001,15,62,30,NA,NA,0.038590120654855155,2013,1,2012,2012-13
644,1061.1441009191217,15917.161513786828,Twin Harbors,2013-01-10,0.50800002,15,49,24,NA,NA,0.0461765748474294,2013,1,2012,2012-13
645,992.889442618677,14691.660971248235,Mocrocks,2013-01-11,0.47600001,14.796875,65,35,NA,NA,0.06546549616699218,2013,1,2012,2012-13
646,1102.629151291513,16539.437269372695,Mocrocks,2013-01-12,0.542,15,53,16,NA,NA,0.04806693160426689,2013,1,2012,2012-13
647,1809.355327137352,26298.043806496342,Copalis,2013-01-11,0.50800002,14.53448275862069,59,30,NA,NA,0.03260829927383367,2013,1,2012,2012-13
648,2638.028953242231,38057.96436544126,Copalis,2013-01-12,0.45899999,14.426666666666666,76,29,NA,NA,0.02880938812540071,2013,1,2012,2012-13
649,753.348229980469,10697.544865722659,Twin Harbors,2013-01-13,0.47999999,14.2,42,17,NA,NA,0.05575110994962963,2013,1,2012,2012-13
650,1426.791232810242,21401.86849215363,LongBeach,2013-01-11,0.64200002,15,102,46,NA,NA,0.07148908519650654,2013,1,2012,2012-13
651,86.3681068359013,1195.8660946509412,Twin Harbors,2013-01-14,0.50800002,13.846153846153847,13,8,NA,NA,0.15051852444444444,2013,1,2012,2012-13
652,2756.2601333093135,41246.622230228786,LongBeach,2013-01-12,0.671,14.964705882352941,91,36,NA,NA,0.03301575163398693,2013,1,2012,2012-13
653,1653.9844503390873,21453.151252927575,Mocrocks,2013-01-26,0.58700001,12.970588235294118,36,15,NA,NA,0.02176562179446098,2013,1,2012,2012-13
654,823.7050767171249,9862.784471218205,Twin Harbors,2013-01-27,0.498,11.973684210526315,39,18,NA,NA,0.04734704338042255,2013,1,2012,2012-13
655,3904.8298674924217,50132.97700845109,Copalis,2013-01-26,0.49399999,12.838709677419354,71,24,NA,NA,0.018182610359307235,2013,1,2012,2012-13
656,1649.606234267471,24546.14076589997,Twin Harbors,2013-01-25,0.50800002,14.88,75,39,NA,NA,0.04546539558472554,2013,1,2012,2012-13
657,2026.2724781803377,19140.481563118883,LongBeach,2013-01-25,0.60900003,9.446153846153846,65,34,NA,NA,0.03207860773905997,2013,1,2012,2012-13
658,3502.92857539136,33917.244936329036,LongBeach,2013-01-26,0.70300001,9.682539682539682,68,32,NA,NA,0.019412328437899362,2013,1,2012,2012-13
659,553.4613482200851,4644.262617672889,LongBeach,2013-01-27,0.70300001,8.391304347826088,24,9,NA,NA,0.04336346174341401,2013,1,2012,2012-13
661,4938.491920575528,42208.67313366896,LongBeach,2008-03-09,0.57099998,8.546875,66,27,0.01,422.08673133668964,0.013364403761605914,2008,3,2007,2007-08
662,5384.238367223761,68841.3334095038,LongBeach,2008-04-06,0.57099998,12.785714285714286,50,19,NA,NA,0.009286364493884985,2008,4,2007,2007-08
663,4740.221999073742,46176.30050821835,LongBeach,2008-04-07,0.57099998,9.741379310344827,60,29,NA,NA,0.012657635024630541,2008,4,2007,2007-08
664,3758.6691334034726,43416.46386747685,LongBeach,2008-04-08,0.57099998,11.551020408163266,100,52,0.01,434.1646386747685,0.0266051616811108,2008,4,2007,2007-08
665,4574.880038098094,13403.595901094413,LongBeach,2008-04-19,0.57099998,2.9298245614035086,117,37,NA,NA,0.02557444108384538,2008,4,2007,2007-08
666,4695.201213483361,27669.046723308362,LongBeach,2008-04-20,0.57099998,5.893048128342246,199,70,NA,NA,0.04238370006987672,2008,4,2007,2007-08
667,3618.9036983748047,51261.58434605136,LongBeach,2008-05-05,0.57099998,14.164948453608247,99,36,NA,NA,0.027356351053071517,2008,5,2007,2007-08
668,3873.9055647602654,57404.23700508393,LongBeach,2008-05-07,0.57099998,14.818181818181818,33,15,0.045871559633027525,2633.221880967153,0.008518534963833634,2008,5,2007,2007-08
669,1354.3306553413129,20314.959830119693,Twin Harbors,2013-02-07,0.50800002,15,58,30,NA,NA,0.04282558308139535,2013,2,2012,2012-13
670,1620.5505776550885,23472.662273222923,LongBeach,2008-10-17,0.54499996,14.484375,64,21,NA,NA,0.039492750724637676,2008,10,2008,2008-09
671,2919.2662693039465,35701.837482703675,LongBeach,2008-10-18,0.54499996,12.22972972972973,74,24,NA,NA,0.02534883534883721,2008,10,2008,2008-09
672,2048.2974449997664,30805.31552150964,Mocrocks,2013-02-08,0.542,15.039473684210526,79,35,NA,NA,0.03856861716683389,2013,2,2012,2012-13
673,3112.382886417132,46618.082798726165,Copalis,2013-02-08,0.461,14.978260869565217,47,17,NA,NA,0.015100969808410938,2013,2,2012,2012-13
674,1603.6104611599492,24054.15691739924,Twin Harbors,2013-02-08,0.50800002,15,82,38,NA,NA,0.05113461279161677,2013,2,2012,2012-13
675,4171.630589578406,62574.45884367609,Twin Harbors,2013-02-09,0.47400001,15,85,36,0.043333333333333335,2711.559883225964,0.020375725552580694,2013,2,2012,2012-13
676,8682.824461306125,128897.14059460079,Copalis,2013-02-09,0.50800002,14.845070422535212,144,52,NA,NA,0.01658446518661263,2013,2,2012,2012-13
677,4403.800090632485,66057.00135948727,Mocrocks,2013-02-09,0.542,15,57,15,NA,NA,0.012943366825675666,2013,2,2012,2012-13
678,3552.139768339426,52340.56550215805,Twin Harbors,2013-02-10,0.47400001,14.734939759036145,84,38,0,0,0.02364771812998473,2013,2,2012,2012-13
679,3484.295027441615,52070.853465655244,LongBeach,2013-02-08,0.44400001,14.944444444444445,148,58,NA,NA,0.042476311229210334,2013,2,2012,2012-13
680,23642.021022455803,191685.7978977544,LongBeach,2003-09-26,0.322,8.107843137254902,104,41,NA,NA,0.004398947107830507,2003,9,2003,2003-04
681,8290.261756876664,65417.70186335403,LongBeach,2003-09-27,0.322,7.890909090909091,56,20,NA,NA,0.006754913372131915,2003,9,2003,2003-04
682,0,0,LongBeach,2003-09-28,0.352,14.984126984126984,66,27,NA,NA,NA,2003,9,2003,2003-04
683,10380.416263349332,155706.24395024,LongBeach,2003-10-24,0.29300001,15,145,63,NA,NA,0.013968611308195697,2003,10,2003,2003-04
684,11085.074295967932,168291.5824933313,LongBeach,2013-02-09,0.67000002,15.181818181818182,110,49,NA,NA,0.009923253292042546,2013,2,2012,2012-13
685,3044.8319942029384,45302.162508343725,LongBeach,2013-02-10,0.80299997,14.878378378378379,74,31,NA,NA,0.02430347557464213,2013,2,2012,2012-13
686,21747.971422102833,326219.5713315425,LongBeach,2003-10-25,0.29300001,15,77,29,NA,NA,0.0035405601058378987,2003,10,2003,2003-04
687,745.8587043774485,9576.825764206438,Twin Harbors,2013-02-11,0.46399999,12.84,51,22,NA,NA,0.06837756226572238,2013,2,2012,2012-13
688,9549.487728686427,142580.47024613002,LongBeach,2003-10-26,0.29300001,14.930693069306932,101,37,NA,NA,0.01057648356325947,2003,10,2003,2003-04
689,8664.33759112548,117690.58561278778,LongBeach,2003-12-21,0.49329999,13.583333333333334,85,29,NA,NA,0.009810328730388108,2003,12,2003,2003-04
690,3113.668498537996,45331.350199303175,LongBeach,2003-12-22,0.71536666,14.558823529411764,41,15,NA,NA,0.013167747311331086,2003,12,2003,2003-04
691,1832.6006167794,18067.286080719263,LongBeach,2003-12-23,0.55110002,9.858823529411765,93,35,NA,NA,0.05074755467639074,2003,12,2003,2003-04
692,12283.001925519857,130909.21303508597,LongBeach,2004-01-18,0.4201,10.657754010695188,202,79,NA,NA,0.016445491193835395,2004,1,2003,2003-04
693,6077.422042370865,87195.01309212093,LongBeach,2004-01-19,0.4201,14.347368421052632,104,35,NA,NA,0.017112518971848224,2004,1,2003,2003-04
694,2551.7195536336885,37675.388703650344,LongBeach,2004-01-20,0.71536666,14.764705882352942,53,22,NA,NA,0.02077030758514476,2004,1,2003,2003-04
695,1989.5715491072942,29722.993142724124,LongBeach,2004-02-19,0.61369997,14.93939393939394,70,25,0.11,3269.5292456996535,0.03518345446355446,2004,2,2003,2003-04
696,4362.474387538984,62316.51369645104,LongBeach,2004-02-20,0.55110002,14.284671532846716,144,64,NA,NA,0.033008789784834736,2004,2,2003,2003-04
697,8714.951691132443,81186.65522791802,LongBeach,2004-02-21,0.71810001,9.31578947368421,87,27,NA,NA,0.009982843632802168,2004,2,2003,2003-04
698,157.4803087606178,2062.992044764093,Twin Harbors,2013-02-12,0.50800002,13.1,10,6,NA,NA,0.06350000249999999,2013,2,2012,2012-13
699,4613.831089351284,35537.4847001224,LongBeach,2013-02-23,0.456,7.7023809523809526,86,32,NA,NA,0.018639607374983422,2013,2,2012,2012-13
700,1817.6470944636687,23871.765173956184,LongBeach,2013-02-24,0.50999999,13.133333333333333,30,18,NA,NA,0.01650485404530744,2013,2,2012,2012-13
701,3168.802820198874,38230.07273401222,Twin Harbors,2013-02-23,0.45699999,12.064516129032258,98,39,NA,NA,0.030926506179342998,2013,2,2012,2012-13
702,961.6161616161617,11924.040404040405,Twin Harbors,2013-02-24,0.495,12.4,60,24,NA,NA,0.06239495798319328,2013,2,2012,2012-13
703,0,0,Mocrocks,2003-12-22,NA,14.868686868686869,100,41,NA,NA,NA,2003,12,2003,2003-04
704,0,0,Mocrocks,2003-12-21,NA,14.62962962962963,83,36,NA,NA,NA,2003,12,2003,2003-04
705,2837.880700845309,42568.21051267964,Mocrocks,2003-10-24,0.67900002,15,76,32,NA,NA,0.026780547884681042,2003,10,2003,2003-04
706,890.6882771394388,13360.324157091582,Twin Harbors,2013-03-07,0.49399999,15,72,33,0.07,935.2226909964108,0.080836362,2013,3,2012,2012-13
707,4369.393321262405,65760.7435080562,Mocrocks,2013-03-09,0.542,15.050314465408805,161,47,NA,NA,0.03684722069229599,2013,3,2012,2012-13
708,8573.842839832416,128136.55233156137,Copalis,2013-03-09,0.42399999,14.945054945054945,97,33,0.08,10250.92418652491,0.01131348005929812,2013,3,2012,2012-13
709,2963.440795084487,43376.95757200589,Copalis,2013-03-10,0.45500001,14.637362637362637,93,36,NA,NA,0.031382439006124495,2013,3,2012,2012-13
710,1791.1833362223513,25721.392708152962,Mocrocks,2013-03-10,0.43099999,14.36,25,10,NA,NA,0.013957253562176164,2013,3,2012,2012-13
711,2041.66670920139,30625.00063802085,Twin Harbors,2013-03-08,0.47999999,15,88,43,0.06,1837.500038281251,0.04310203991836734,2013,3,2012,2012-13
712,1421.7820426905673,21326.73064035851,Twin Harbors,2013-03-10,0.50800002,15,98,44,NA,NA,0.06892758317199288,2013,3,2012,2012-13
713,2351.669941060904,35013.75245579568,LongBeach,2013-03-08,0.509,14.88888888888889,150,62,NA,NA,0.0637844611528822,2013,3,2012,2012-13
714,11634.577603143418,174518.66404715128,LongBeach,2013-03-09,0.509,15,126,44,0.11,19197.05304518664,0.010829787234042553,2013,3,2012,2012-13
715,4614.035087719298,68608.6956521739,LongBeach,2013-03-10,0.456,14.869565217391305,69,30,NA,NA,0.014954372623574146,2013,3,2012,2012-13
716,7696.359896220701,114458.68563610273,Mocrocks,2003-10-25,0.64399999,14.871794871794872,79,29,NA,NA,0.010264592751021553,2003,10,2003,2003-04
717,350.99732129636845,5152.5489126251205,Mocrocks,2003-10-26,2.0999999,14.679738562091503,159,48,NA,NA,0.4529949100829365,2003,10,2003,2003-04
718,656.5277914554401,9870.555761192136,Twin Harbors,2013-03-11,0.47999999,15.03448275862069,30,14,0.01,98.70555761192136,0.04569494298709541,2013,3,2012,2012-13
719,1679.2610897806903,25188.916346710354,Twin Harbors,2013-03-28,0.51499999,15,72,33,0.065,1637.279562536173,0.04287600090192236,2013,3,2012,2012-13
720,2127.730985156421,31915.964777346315,Mocrocks,2013-03-29,0.59500003,15,88,38,0.035,1117.058767207121,0.04135861187993681,2013,3,2012,2012-13
721,3343.2290360717825,50088.735022575456,Copalis,2013-03-29,0.51200002,14.982142857142858,60,20,0.03,1502.6620506772636,0.0179467213740458,2013,3,2012,2012-13
722,1335.2601413344923,20028.902120017385,Twin Harbors,2013-03-29,0.51899999,15,65,28,0.07,1402.023148401217,0.04867965274170273,2013,3,2012,2012-13
723,10630.179217927116,159452.68826890673,Copalis,2013-03-30,0.42699999,15,81,30,0.0325,5182.212368739469,0.007619815088667432,2013,3,2012,2012-13
724,4375.007396448547,65804.9057712398,Mocrocks,2013-03-30,0.56300002,15.04109589041096,147,49,0.06,3948.2943462743883,0.03359994319537119,2013,3,2012,2012-13
725,7296.161010898739,109442.41516348108,LongBeach,2013-03-29,0.54699999,15,106,37,0.05,5472.120758174055,0.014528188158356301,2013,3,2012,2012-13
726,3488.461672633141,52326.92508949711,Twin Harbors,2013-03-30,0.51999998,15,63,20,0.08,4186.154007159769,0.01805953624035281,2013,3,2012,2012-13
727,5250.137081120344,78752.05621680515,Twin Harbors,2013-03-31,0.49700001,15,44,18,0.13,10237.76730818467,0.008380733554220015,2013,3,2012,2012-13
728,13303.46232179226,199551.9348268839,LongBeach,2013-03-30,0.491,15,172,65,0.04,7982.077393075356,0.012928965094917332,2013,3,2012,2012-13
729,517.647046643599,7764.705699653984,Twin Harbors,2013-04-09,0.42500001,15,32,11,0,0,0.06181818327272726,2013,4,2012,2012-13
730,566.2109551940923,7752.734617272956,Twin Harbors,2013-04-10,0.31999999,13.692307692307692,16,10,NA,NA,0.02825801912383581,2013,4,2012,2012-13
731,753.7878787878788,11306.818181818182,Twin Harbors,2013-04-11,0.528,15,43,18,0.01,113.06818181818183,0.05704522613065327,2013,4,2012,2012-13
732,731.9513020144066,10979.2695302161,Twin Harbors,2013-04-12,0.40400001,15,48,19,NA,NA,0.06557813322812457,2013,4,2012,2012-13
733,3605.902162353775,48657.420536452795,Copalis,2013-04-13,0.403,13.493827160493828,84,34,NA,NA,0.023295141192951414,2013,4,2012,2012-13
734,1702.4989318935714,25051.055712148263,Copalis,2013-04-12,0.51200002,14.714285714285714,78,28,0.035,876.7869499251893,0.045815006716771335,2013,4,2012,2012-13
735,2765.048597379585,41475.72896069377,Copalis,2013-04-14,0.51499999,15,93,36,0.03,1244.271868820813,0.03363412856039325,2013,4,2012,2012-13
737,783.24223011868,11748.6334517802,Mocrocks,2013-04-12,0.54900002,15,57,25,0.03666666666666667,430.78322656527405,0.07277442125581396,2013,4,2012,2012-13
738,1215.3846569362277,17324.054316329086,Mocrocks,2013-04-13,0.58499998,14.253968253968255,63,22,NA,NA,0.05183544126582278,2013,4,2012,2012-13
739,1316.013603895975,19706.887258340994,Mocrocks,2013-04-14,0.57599998,14.974683544303797,84,33,NA,NA,0.06382912741275874,2013,4,2012,2012-13
740,1291.4870967992908,19427.2633497255,Twin Harbors,2013-04-14,0.46399999,15.042553191489361,52,20,0.05,971.3631674862751,0.040263662044221944,2013,4,2012,2012-13
741,2255.7725664023956,33836.58849603593,LongBeach,2013-04-12,0.56300002,15,69,35,NA,NA,0.030588190062992127,2013,4,2012,2012-13
742,3620.5309093221244,52116.589668400055,LongBeach,2013-04-13,0.56300002,14.394736842105264,78,40,NA,NA,0.021543801711281074,2013,4,2012,2012-13
743,4682.060224438357,66830.24909829909,LongBeach,2013-04-14,0.56300002,14.273684210526316,95,43,NA,NA,0.020290213163884678,2013,4,2012,2012-13
744,742.4242424242424,11136.363636363636,Twin Harbors,2013-04-24,0.528,15,44,23,NA,NA,0.059265306122448985,2013,4,2012,2012-13
745,1216.9812009612,18254.718014418002,Twin Harbors,2013-04-25,0.52999997,15,45,20,0.07,1277.8302610092603,0.036976742093023256,2013,4,2012,2012-13
746,3207.5473513706047,48404.805484320044,Copalis,2013-04-26,0.52999997,15.090909090909092,55,28,0.05,2420.2402742160025,0.017147057852941176,2013,4,2012,2012-13
747,4843.552890083755,72653.29335125633,Copalis,2013-04-27,0.509,15,76,29,0.04,2906.1317340502533,0.015690961103283378,2013,4,2012,2012-13
748,7839.400260398281,119798.2136880281,Copalis,2013-04-28,0.46700001,15.281553398058252,103,39,0.04,4791.9285475211245,0.013138760183010108,2013,4,2012,2012-13
